지역코드,지역명,1층_임대시세_최근1분기,1층_임대시세_최근2분기,1층_임대시세_최근3분기,기타층_임대시세_최근1분기,기타층_임대시세_최근2분기,기타층_임대시세_최근3분기,연도,분기
11305545,송중동,136793,124794,119983,80230,77368,81809,2023,4
11305555,송천동,92534,77831,78132,49218,43336,38468,2023,4
11305575,삼각산동,90482,107577,106720,140184,114179,101592,2023,4
11305595,번1동,82323,89012,91748,64666,67550,66533,2023,4
11305603,번2동,68883,72377,71536,42404,45938,47675,2023,4
11305608,번3동,107620,94648,91275,61845,65357,59461,2023,4
11305615,수유1동,93472,86473,87366,76174,71156,85351,2023,4
11305625,수유2동,80904,82349,87432,32918,32891,34984,2023,4
11305635,수유3동,119656,128355,125695,66268,64640,63367,2023,4
11305645,우이동,90181,100151,96648,38464,51289,51221,2023,4
11305660,인수동,78648,65424,66983,42226,44966,55160,2023,4
11320,도봉구,146034,153211,148708,103477,111296,114141,2023,4
11320511,창1동,112290,157332,163265,81028,85360,87848,2023,4
11320512,창2동,156461,161872,158062,154124,139520,137954,2023,4
11320513,창3동,123449,112826,110483,59058,69570,66633,2023,4
11320514,창4동,268395,293066,263091,100560,124407,115197,2023,4
11320515,창5동,228878,218705,205500,126199,117011,138603,2023,4
11320521,도봉1동,115258,121605,120679,75054,75292,76687,2023,4
11320522,도봉2동,122548,130810,129650,88723,85536,100104,2023,4
11320660,쌍문1동,117534,109701,107885,120165,142884,153831,2023,4
11320670,쌍문2동,157938,135278,133719,84115,95695,104239,2023,4
11320680,쌍문3동,140229,168854,159262,112983,153246,164454,2023,4
11320681,쌍문4동,117379,103524,106242,113758,129179,122668,2023,4
11320690,방학1동,166835,175053,171187,127559,138674,133732,2023,4
11320700,방학2동,109445,112885,111238,63614,76904,82768,2023,4
11320710,방학3동,115860,156831,136036,86982,99436,96210,2023,4
11350,노원구,139243,140204,139348,93897,88914,85849,2023,4
11350560,월계1동,153597,173891,177608,111059,67734,77352,2023,4
11350570,월계2동,125487,125242,119060,130253,49558,47235,2023,4
11350580,월계3동,111334,141769,141769,63739,58096,67740,2023,4
11350595,공릉1동,111263,114579,110967,72380,61306,61083,2023,4
11350600,공릉2동,129641,132475,132493,91848,102125,89720,2023,4
11350611,하계1동,119141,97307,105010,63547,88617,73940,2023,4
11350612,하계2동, ,179540,179540,105405,117575,105594,2023,4
11350619,중계본동,103769,116771,116771,65683,64831,62439,2023,4
11350621,중계1동,191151,195894,195133,88556,77888,79869,2023,4
11350624,중계4동,141146,139852,148826,67969,79570,76259,2023,4
11350625,중계2·3동,143391,183863,184560,145953,99949,99723,2023,4
11350630,상계1동,113071,115685,120891,61363,58608,57459,2023,4
11350640,상계2동,181849,159404,156360,128642,118026,116006,2023,4
11350665,상계3·4동,99959,95417,88320,237734,195332,208892,2023,4
11350670,상계5동,95967,118185,115862,50752,60154,59886,2023,4
11350695,상계6·7동,190576,184246,185633,101755,105577,94720,2023,4
11350700,상계8동,270668,231781,208671,86534,93497,91255,2023,4
11350710,상계9동,114861,147981,149214,65187,120472,105602,2023,4
11350720,상계10동, ,201889,212947,74110,69117,68616,2023,4
11380,은평구,110072,110542,111113,77186,74816,77353,2023,4
11380510,녹번동,103313,100830,102371,96449,90568,93999,2023,4
11380520,불광1동,108122,113248,111332,60677,61402,63071,2023,4
11380530,불광2동,89502,91659,88550,74807,88450,82681,2023,4
11380551,갈현1동,128086,115148,114822,52978,54050,56546,2023,4
11380552,갈현2동,100912,107842,115074,60776,63092,66949,2023,4
11380560,구산동,100544,101171,97006,92097,58926,49338,2023,4
11380570,대조동,122475,129586,129673,89702,91122,108933,2023,4
11380580,응암1동,123748,128763,130640,72076,64987,64046,2023,4
11380590,응암2동,103093,103192,106557,91512,82012,78546,2023,4
11380600,응암3동,114537,108623,105140,52516,57577,60328,2023,4
11380625,역촌동,93979,96617,92323,81501,69747,66853,2023,4
11380631,신사1동,95564,110645,120897,84752,86045,62616,2023,4
11380632,신사2동,119514,117571,113999,45053,48904,43055,2023,4
11380640,증산동,69177,69212,89543,57768,55814,65705,2023,4
11380650,수색동,105287,62705,62705,66036, , ,2023,4
11380690,진관동,144184,144930,144494,94453,94356,98738,2023,4
11410,서대문구,141344,144159,147396,112674,116430,132903,2023,4
11410520,천연동,189736,197650,206984,63412,43520,43520,2023,4
11410555,북아현동,124652,117491,115500,49971,60863,130919,2023,4
11410565,충현동,132841,146324,137751,118840,116044,139808,2023,4
11410585,신촌동,198757,204172,212643,134499,123211,134998,2023,4
11410615,연희동,125524,118796,119517,121142,137306,142418,2023,4
11410620,홍제1동,90816,184105,174936,54485,66151,59662,2023,4
11410640,홍제3동,139594,126904,127268,57486,63917,74220,2023,4
11410655,홍제2동,114536,84567,78561,64020, ,139889,2023,4
11410660,홍은1동,107793,81448,86417,107755,139206,191176,2023,4
11410685,홍은2동,113000,102842,111542,76609,93189,152055,2023,4
11410690,남가좌1동,182615,149476,147355,158198,96861,85396,2023,4
11410700,남가좌2동,119689,151020,167802,146562,174521,181169,2023,4
11410710,북가좌1동,138773,94392,132743,207504,113332,104314,2023,4
11410720,북가좌2동,111412,109098,103945,56186,83254,113501,2023,4
11440,마포구,163088,152946,157639,120465,117735,118686,2023,4
11440555,아현동,170285,133678,129945,115408,125951,120950,2023,4
11440565,공덕동,103533,133552,138769,99988,114919,136883,2023,4
11440585,도화동,168769,162558,166739,79055,72960,73077,2023,4
11440590,용강동,202438,171903,172513,128647,93187,116423,2023,4
11440600,대흥동,163294,184127,169696,93662,71426,75061,2023,4
11440610,염리동,178628,172571,177947, , , ,2023,4
11440630,신수동,152286,127500,120252,135749,168914,183049,2023,4
11440655,서강동,176631,158502,163022,145689,127895,113617,2023,4
11440660,서교동,198869,173971,179698,141557,140780,140727,2023,4
11440680,합정동,174775,149137,164523,121964,95209,90958,2023,4
11440690,망원1동,164421,159672,171658,94341,108115,108786,2023,4
11440700,망원2동,144989,125839,135475,90763,75540,75048,2023,4
11440710,연남동,157695,148581,147452,104336,118520,122289,2023,4
11440720,성산1동,114496,107347,103080,101511,115451,113962,2023,4
11440730,성산2동,110678,103761,140371,132646,126150,113781,2023,4
11440740,상암동,162964,178254,174134,87847,90069,91552,2023,4
11470,양천구,135836,132226,131464,102798,99455,96868,2023,4
11470510,목1동,196996,178978,188167,108115,109793,94148,2023,4
11470520,목2동,97958,103157,105654,122229,104120,113404,2023,4
11470530,목3동,114182,128732,131541,129104,154177,122555,2023,4
11470540,목4동,132228,105983,105367,111373,99487,90740,2023,4
11470550,목5동,201035,229422,222427,116546,116852,103661,2023,4
11470560,신월1동,101085,100294,114592,91587,58426,68196,2023,4
11470570,신월2동,161502,92067,85134,102099,106816,116115,2023,4
11470580,신월3동,122678,98502,84552,173402,196956,160013,2023,4
11470590,신월4동,144369,150468,142646,110374,98249,105545,2023,4
11470600,신월5동,104758,104835,101003,43263,48203,78008,2023,4
11470610,신월6동,125115,149855,154366,96371,82357,88390,2023,4
11470611,신월7동,105708,102962,96721,112700,108376,88972,2023,4
11470620,신정1동,149267,141425,138717,80203,61109,60775,2023,4
11470630,신정2동,119682,117274,110947,58603,54763,94546,2023,4
11470640,신정3동,154454,158950,149189,60329,55776,59028,2023,4
11470650,신정4동,125913,130438,138414,131525,126854,121234,2023,4
11470670,신정6동,180920,165442,161629,85505,87022,85803,2023,4
11470680,신정7동,186624,198381,168714,41718,57714,76494,2023,4
11500,강서구,156572,145160,147752,109451,100912,103790,2023,4
11500510,염창동,131277,140910,138139,83351,77540,79615,2023,4
11500520,등촌1동,150221,128183,140633,67608,100397,95724,2023,4
11500530,등촌2동,175919,127756,153695,106837,111979,117105,2023,4
11500535,등촌3동,155553,147229,145595,110912,78396,81917,2023,4
11500540,화곡1동,98596,133484,122950,94722,118831,115682,2023,4
11500550,화곡2동,173573,125098,121392,125499,156273,152770,2023,4
11500560,화곡3동,109741,120091,114915,127301,106981,103199,2023,4
11500570,화곡4동,136471,109491,111912,55603,49655,52890,2023,4
11500590,화곡본동,131677,107590,137349,103614,92731,94961,2023,4
11500591,화곡6동,152126,161329,144832,139631,72903,84412,2023,4
11500593,화곡8동,128620,128205,125708,69761,64326,65161,2023,4
11500603,가양1동,255945,224104,221027,129660,118455,118619,2023,4
11500604,가양2동, , , , ,98146,102461,2023,4
11500605,가양3동, , , ,79032,124658,102617,2023,4
11500611,발산1동,157748,156698,168628,114828,101124,105587,2023,4
11500615,우장산동,138511,113669,111653,100205,59976,68761,2023,4
11500620,공항동,134420,138186,127117,80106,85092,108317,2023,4
11500630,방화1동,152945,128045,125791,79991,92169,105191,2023,4
11500640,방화2동,102502,79333,92955,124818,120979,120910,2023,4
11500641,방화3동,227101,155689,154480,67409,72237,67233,2023,4
11530,구로구,138274,146069,146797,121202,120902,119365,2023,4
11530510,신도림동,186711,187906,172867,113603,145564,167714,2023,4
11530520,구로1동, ,198232,203309,69558,79524,83631,2023,4
11530530,구로2동,125433,137774,136738,116040,109486,108748,2023,4
11530540,구로3동,172546,185139,206170,148446,144273,139504,2023,4
11530550,구로4동,140471,136642,133104,126140,137701,125308,2023,4
11530560,구로5동,147342,141177,138920,95609,103061,108663,2023,4
11530595,가리봉동,122723,142261,135133,112208,98187,100547,2023,4
11530720,고척1동,147709,137579,123536,77663,84625,76547,2023,4
11530730,고척2동,95343,95264,97814,95059,95425,93710,2023,4
11530740,개봉1동,95244,116178,129637,111671,103619,100423,2023,4
11530750,개봉2동,174351,142062,134114,195517,174248,149861,2023,4
11530760,개봉3동,132061,93613,94362,168457, ,156619,2023,4
11530770,오류1동,93081,155435,164295,150238,106229,105424,2023,4
11530780,오류2동,154502,169034,162869,109784,127968,130343,2023,4
11530790,수궁동,106365,107199,107910,97496,138121,161098,2023,4
11530800,항동,212545,224866,216036,123802,113002,110209,2023,4
11545,금천구,124577,129916,128991,86268,85298,82448,2023,4
11545510,가산동,156971,165944,163674,96646,96227,91781,2023,4
11545610,독산1동,109722,110677,107193,91239,92706,93988,2023,4
11545620,독산2동,83172,84796,86423,70078, ,36742,2023,4
11545630,독산3동,100062,104347,93784,73245,69254,72446,2023,4
11545640,독산4동,119133,123716,131221,57258,56354,53375,2023,4
11545670,시흥1동,151387,153705,143045,81575,74876,64463,2023,4
11545680,시흥2동, , , ,54286,60905,60905,2023,4
11545690,시흥3동,118545,116815,114536,46635,51794,50011,2023,4
11545700,시흥4동,116815,104745,113004, , , ,2023,4
11545710,시흥5동,91030,104613,111058,77305,65003,63648,2023,4
11560,영등포구,137411,135159,133304,107453,100843,100487,2023,4
11560515,영등포본동,128671,132178,119218,83614,70184,97143,2023,4
11560535,영등포동,126169,140177,141832,110337,110431,102941,2023,4
11560540,여의동,242636,221717,220293,122094,109610,108015,2023,4
11560550,당산1동,136424,127571,122403,93048,92853,91517,2023,4
11560560,당산2동,148631,153457,155716,118626,99267,100766,2023,4
11560585,도림동,128132,119790,111303,70663,79974,99483,2023,4
11560605,문래동,103986,113275,111648,106784,90138,99309,2023,4
11560610,양평1동,179975,166926,157214,85036,129964,127098,2023,4
11560620,양평2동,114686,110451,113019,115065,110764,108891,2023,4
11560630,신길1동,140336,126002,123858,66352,77086,67978,2023,4
11560650,신길3동,89362,92305,89215, ,71954,62849,2023,4
11560660,신길4동,77009,107221,100100,130423,119718,128697,2023,4
11560670,신길5동,117308,111743,112448, ,69680,61380,2023,4
11560680,신길6동,119365,119549,120370,77956,70024,71238,2023,4
11560690,신길7동,133458,117171,122553,118671,182157,151614,2023,4
11560700,대림1동,105867,111481,103277,78930,74983,79463,2023,4
11560710,대림2동,159838,152273,150763,146364,70321,70510,2023,4
11560720,대림3동,143671,122459,112557,86840,78515,75524,2023,4
11590,동작구,158092,182069,181717,105347,107524,101105,2023,4
11590510,노량진1동,172043,176587,199544,125907,103888,95650,2023,4
11590520,노량진2동,203533,309185,310776,173484,146323,140247,2023,4
11590530,상도1동,140005,155889,155337,161843,127299,99605,2023,4
11590540,상도2동,165497,183063,187371,88218,98628,101692,2023,4
11590550,상도3동,178377,142701,145993,76706,86644,94273,2023,4
11590560,상도4동,118152,114733,119106,63817,68610,70559,2023,4
11590605,흑석동,147722,179753,173064,87164,93209,92521,2023,4
11590620,사당1동,134327,156315,150052,148117,89565,81841,2023,4
11590630,사당2동,225561,172880,191340,92442,109272,114522,2023,4
11590640,사당3동,152559,98090,107920,140500,105409,91842,2023,4
11590650,사당4동,182536,256651,247865,68572,140558,140558,2023,4
11590651,사당5동,97955,127465,121506,96552,82291,73195,2023,4
11590660,대방동,103421,112138,118153,73842,107910,97554,2023,4
11590670,신대방1동,131399,123635,114869,62827,71468,68751,2023,4
11590680,신대방2동,158070,189096,181678,66684,80299,89201,2023,4
11620,관악구,137826,141276,142998,91732,90289,91963,2023,4
11620525,보라매동,98061,117976,117940,109116,108264,103146,2023,4
11620545,청림동,155868,148914,139653, , , ,2023,4
11620565,성현동,109439,131303,119425,175825,207276,196440,2023,4
11620575,행운동,122309,145475,154538,160226,143175,149427,2023,4
11620585,낙성대동,196415,196058,196192,64478,71779,72260,2023,4
11620595,청룡동,129055,138866,144810,94329,108008,109564,2023,4
11620605,은천동,137858,148861,153825,60736,47591,48951,2023,4
11620615,중앙동,166662,155109,138563,66166,60211,60636,2023,4
11620625,인헌동,160215,147142,152283,68036,70864,65211,2023,4
11620630,남현동,172268,159173,153702,99535,139782,188001,2023,4
11620645,서원동,219483,225503,233062,101862,111922,119576,2023,4
11620655,신원동,125142,146213,138924,61418,38954,32883,2023,4
11620665,서림동,99781,93174,85771,64504,80106,78675,2023,4
11620685,신사동,129803,120651,117701,71335,83240,86029,2023,4
11620695,신림동,159671,165126,177813,105820,99127,96819,2023,4
11620715,난향동, ,87537,87537,39688, , ,2023,4
11620725,조원동,157243,114780,114655,51658,60245,62602,2023,4
11620735,대학동,123396,122623,139950,66336,54135,55766,2023,4
11620745,삼성동,110685,69850,73429,46086, , ,2023,4
11620765,미성동,94240,97620,96888,81382,101218,89680,2023,4
11620775,난곡동,130448,101036,108459,202328,63459,63890,2023,4
11650,서초구,164270,156381,155598,114121,113575,116330,2023,4
11650510,서초1동,166243,145167,134751,132997,124165,131483,2023,4
11650520,서초2동,307884,261325,215355,158757,148189,148038,2023,4
11650530,서초3동,156111,158718,152268,98405,118610,116049,2023,4
11650531,서초4동,250704,328045,258416,126263,151171,164912,2023,4
11650540,잠원동,132627,141466,131902,114363,106136,94085,2023,4
11650550,반포본동,114601, , , , , ,2023,4
11650560,반포1동,196016,216237,199032,129251,122118,121268,2023,4
11650570,반포2동, , , , ,190214,218412,2023,4
11650580,반포3동, , , ,159850,116398,115831,2023,4
11650581,반포4동,166106,192795,233275,125487,115847,118985,2023,4
11650590,방배본동,143527,128092,126417,74055,80743,80420,2023,4
11650600,방배1동,128021,149621,156569,94484,96631,92264,2023,4
11650610,방배2동,141748,128529,120206,113926,112998,108731,2023,4
11650620,방배3동,129162,158632,156893,92997,94608,87276,2023,4
11650621,방배4동,131550,142520,131794,69306,73077,80055,2023,4
